human,rat,mouse
DEFA1B,Defa11,Defa5
DEFA1B,Defa11,Defa27
DEFA1B,Defa11,Defa29
DEFA1B,Defa11,Defa2
DEFA1B,Defa11,Defa33
DEFA1B,Defa11,Defa36
DEFA1B,Defa11,Defa42
DEFA1B,Defa11,Defa20
DEFA1B,Defa11,Defa32
DEFA1B,Defa11,Defa37
DEFA1B,Defa11,Defa28
DEFA1B,Defa11,Defa43
DEFA1B,Defa11,Defa26
DEFA1B,Defa11,Defa17
DEFA1B,Defa11,Defa34
DEFA1B,Defa11,Defa39
DEFA1B,Defa11,Defa24
GRAMD1A,Gramd1a,Gramd1a
SKP1,Skp1,Skp1
SLC23A3,Slc23a3,Slc23a3
RNF111,Rnf111,Rnf111
GPR160,Gpr160,Gpr160
LIX1L,Lix1l,Lix1l
CCL24,Ccl24,Ccl24
TWNK,Twnk,Twnk
VMAC,Vmac,Vmac
GNGT2,Gngt2,Gngt2
ZNF428,Zfp428,Zfp428
RNU1-31P,U1,Gm22978
RNU1-31P,U1,Gm23845
RNU1-31P,U1,Gm22082
RNU1-31P,U1,Gm23497
RNU1-31P,U1,U1
RNU1-31P,U1,Gm22741
RNU1-31P,U1,Gm22507
RNU1-31P,U1,U1
RNU1-31P,U1,Gm23741
RNU1-31P,U1,Gm25124
RNU1-31P,U1,Gm24409
RNU1-31P,U1,U1
RNU1-31P,U1,Gm26121
RNU1-31P,U1,Gm22978
RNU1-31P,U1,Gm23845
RNU1-31P,U1,Gm22082
RNU1-31P,U1,Gm23497
RNU1-31P,U1,U1
RNU1-31P,U1,Gm22741
RNU1-31P,U1,Gm22507
RNU1-31P,U1,U1
RNU1-31P,U1,Gm23741
RNU1-31P,U1,Gm25124
RNU1-31P,U1,Gm24409
RNU1-31P,U1,U1
RNU1-31P,U1,Gm26121
RNU1-31P,U1,Gm22978
RNU1-31P,U1,Gm23845
RNU1-31P,U1,Gm22082
RNU1-31P,U1,Gm23497
RNU1-31P,U1,U1
RNU1-31P,U1,Gm22741
RNU1-31P,U1,Gm22507
RNU1-31P,U1,U1
RNU1-31P,U1,Gm23741
RNU1-31P,U1,Gm25124
RNU1-31P,U1,Gm24409
RNU1-31P,U1,U1
RNU1-31P,U1,Gm26121
RNU1-31P,U1,Gm22978
RNU1-31P,U1,Gm23845
RNU1-31P,U1,Gm22082
RNU1-31P,U1,Gm23497
RNU1-31P,U1,U1
RNU1-31P,U1,Gm22741
RNU1-31P,U1,Gm22507
RNU1-31P,U1,U1
RNU1-31P,U1,Gm23741
RNU1-31P,U1,Gm25124
RNU1-31P,U1,Gm24409
RNU1-31P,U1,U1
RNU1-31P,U1,Gm26121
RNU1-31P,U1,Gm22978
RNU1-31P,U1,Gm23845
RNU1-31P,U1,Gm22082
RNU1-31P,U1,Gm23497
RNU1-31P,U1,U1
RNU1-31P,U1,Gm22741
RNU1-31P,U1,Gm22507
RNU1-31P,U1,U1
RNU1-31P,U1,Gm23741
RNU1-31P,U1,Gm25124
RNU1-31P,U1,Gm24409
RNU1-31P,U1,U1
RNU1-31P,U1,Gm26121
RNU1-31P,U1,Gm22978
RNU1-31P,U1,Gm23845
RNU1-31P,U1,Gm22082
RNU1-31P,U1,Gm23497
RNU1-31P,U1,U1
RNU1-31P,U1,Gm22741
RNU1-31P,U1,Gm22507
RNU1-31P,U1,U1
RNU1-31P,U1,Gm23741
RNU1-31P,U1,Gm25124
RNU1-31P,U1,Gm24409
RNU1-31P,U1,U1
RNU1-31P,U1,Gm26121
RNU6-1026P,U6,U6
TASL,RGD1565785,Tasl
RNU2-56P,U2,NA
RNU6-641P,U6,U6
ADAM9,Adam9,NA
MIR532,Mir532,Mir532
MFN2,Mfn2,Mfn2
RNU6-529P,U6,Gm26101
RNU6-529P,U6,Gm26101
KATNAL1,LOC100910196,Katnal1
KATNAL1,LOC100910196,Katnal1
KATNAL1,LOC100910196,Katnal1
PRC1,Prc1,Prc1
CFAP99,Cfap99,Cfap99
GNRH1,Gnrh1,Gnrh1
MMP16,Mmp16,Mmp16
TRAV23DV6,AABR07017900.1,Trav14d-1
TRAV23DV6,AABR07017900.1,Trav14d-2
TRAV23DV6,AABR07017900.1,Trav14d-3-dv8
TRAV23DV6,AABR07017900.1,Trav14n-1
TRAV23DV6,AABR07017900.1,Trav14n-2
TRAV23DV6,AABR07017900.1,Trav14n-3
TRAV23DV6,AABR07017900.1,Trav14-1
TRAV23DV6,AABR07017900.1,Trav14-2
TRAV23DV6,AABR07017900.1,Trav14-3
TRAV23DV6,AABR07017714.1,Trav14d-1
TRAV23DV6,AABR07017714.1,Trav14d-2
TRAV23DV6,AABR07017714.1,Trav14d-3-dv8
TRAV23DV6,AABR07017714.1,Trav14n-1
TRAV23DV6,AABR07017714.1,Trav14n-2
TRAV23DV6,AABR07017714.1,Trav14n-3
TRAV23DV6,AABR07017714.1,Trav14-1
TRAV23DV6,AABR07017714.1,Trav14-2
TRAV23DV6,AABR07017714.1,Trav14-3
TRAV23DV6,AABR07017824.2,Trav14d-1
TRAV23DV6,AABR07017824.2,Trav14d-2
TRAV23DV6,AABR07017824.2,Trav14d-3-dv8
TRAV23DV6,AABR07017824.2,Trav14n-1
TRAV23DV6,AABR07017824.2,Trav14n-2
TRAV23DV6,AABR07017824.2,Trav14n-3
TRAV23DV6,AABR07017824.2,Trav14-1
TRAV23DV6,AABR07017824.2,Trav14-2
TRAV23DV6,AABR07017824.2,Trav14-3
TRAV23DV6,AABR07017745.1,Trav14d-1
TRAV23DV6,AABR07017745.1,Trav14d-2
TRAV23DV6,AABR07017745.1,Trav14d-3-dv8
TRAV23DV6,AABR07017745.1,Trav14n-1
TRAV23DV6,AABR07017745.1,Trav14n-2
TRAV23DV6,AABR07017745.1,Trav14n-3
TRAV23DV6,AABR07017745.1,Trav14-1
TRAV23DV6,AABR07017745.1,Trav14-2
TRAV23DV6,AABR07017745.1,Trav14-3
TRAV23DV6,AABR07017768.5,Trav14d-1
TRAV23DV6,AABR07017768.5,Trav14d-2
TRAV23DV6,AABR07017768.5,Trav14d-3-dv8
TRAV23DV6,AABR07017768.5,Trav14n-1
TRAV23DV6,AABR07017768.5,Trav14n-2
TRAV23DV6,AABR07017768.5,Trav14n-3
TRAV23DV6,AABR07017768.5,Trav14-1
TRAV23DV6,AABR07017768.5,Trav14-2
TRAV23DV6,AABR07017768.5,Trav14-3
TRAV23DV6,AABR07017789.1,Trav14d-1
TRAV23DV6,AABR07017789.1,Trav14d-2
TRAV23DV6,AABR07017789.1,Trav14d-3-dv8
TRAV23DV6,AABR07017789.1,Trav14n-1
TRAV23DV6,AABR07017789.1,Trav14n-2
TRAV23DV6,AABR07017789.1,Trav14n-3
TRAV23DV6,AABR07017789.1,Trav14-1
TRAV23DV6,AABR07017789.1,Trav14-2
TRAV23DV6,AABR07017789.1,Trav14-3
TRAV23DV6,AABR07017868.5,Trav14d-1
TRAV23DV6,AABR07017868.5,Trav14d-2
TRAV23DV6,AABR07017868.5,Trav14d-3-dv8
TRAV23DV6,AABR07017868.5,Trav14n-1
TRAV23DV6,AABR07017868.5,Trav14n-2
TRAV23DV6,AABR07017868.5,Trav14n-3
TRAV23DV6,AABR07017868.5,Trav14-1
TRAV23DV6,AABR07017868.5,Trav14-2
TRAV23DV6,AABR07017868.5,Trav14-3
RNU6-536P,U6,Gm24254
PRDX4,Prdx4,Prdx4
ADM2,Adm2,Adm2
LRRC25,Lrrc25,Lrrc25
EXO1,Exo1,Exo1
CDC37,Cdc37,Cdc37
DYDC2,Dydc2,Dydc2
FAP,Fap,Fap
CA5A,Ca5a,Car5a
SOX6,Sox6,Sox6
MYRIP,Myrip,Myrip
CASZ1,Casz1,NA
OR2S2,Olr840,Olfr159
OR2S2,Olr840,Olfr29-ps1
OR2S2,Olr840,Olfr155
OR2S2,Olr837,Olfr159
OR2S2,Olr837,Olfr29-ps1
OR2S2,Olr837,Olfr155
BTBD7,Btbd7,Btbd7
SMARCA5,AABR07028349.1,Smarca5
SPATA21,Spata21,Spata21
PYCR3,Pycr3,Pycrl
BCKDHB,Bckdhb,Bckdhb
KAT6A,Kat6a,Kat6a
EFCAB2,Efcab2,Efcab2
FPR3,Fpr3,Fpr-rs4
FPR3,Fpr3,Fpr-rs7
FPR3,Fpr3,Fpr-rs6
FPR3,Fpr3,Fpr-rs3
FPR3,Fpr-rs4,Fpr-rs4
FPR3,Fpr-rs4,Fpr-rs7
FPR3,Fpr-rs4,Fpr-rs6
FPR3,Fpr-rs4,Fpr-rs3
SLCO6A1,Slco6c1,Slco6c1
SLCO6A1,Slco6c1,Slco6d1
SLCO6A1,Slco6d1,Slco6c1
SLCO6A1,Slco6d1,Slco6d1
PPCDC,Ppcdc,Ppcdc
SELENOK,Selenok,Selenok
FBXW2,Fbxw2,Fbxw2
SLC28A3,Slc28a3,Slc28a3
ATP13A5,Atp13a5,Atp13a5
OIP5,Oip5,Oip5
OPN3,Opn3,Opn3
PGLYRP1,Pglyrp1,Pglyrp1
H2BC11,Hist2h2be,H2bc21
FAM120A,Fam120a,Fam120a
CD55,Cd55,Cd55b
CD55,Cd55,Cd55
,AABR07037854.1,
FBXO47,Fbxo47,Fbxo47
GCFC2,Gcfc2,Gcfc2
KLK2,Klk1,NA
PLA2G2F,Pla2g2f,Pla2g2f
NCSTN,Ncstn,Ncstn
PTGER2,Ptger2,Ptger2
MYO7B,Myo7b,Myo7b
MIR372,Mir295-1,Mir291b
MIR372,Mir295-1,Mir294
MIR372,Mir291b,Mir291b
MIR372,Mir291b,Mir294
CCN2,Ccn2,Ccn2
HCK,Hck,Hck
MRPL28,Mrpl28,Mrpl28
RNU6-1056P,U6,NA
POU2F3,Pou2f3,Pou2f3
CIAO2A,Ciao2a,Ciao2a
THAP6,Thap6,NA
NUDT1,Nudt1,Nudt1
GRB2,Grb2,Grb2
RNU6-291P,U6,U6
EFHC1,Efhc1,Efhc1
L1CAM,L1cam,L1cam
RNU6-4P,U6,U6
RNU6-4P,U6,U6
RNU6-4P,U6,U6
RNU6-4P,U6,U6
RNU6-4P,U6,U6
RNU6-4P,U6,U6
RNU6-4P,U6,U6
RNU6-4P,U6,U6
RNU6-4P,U6,U6
SNORA16B,AABR07050084.1,Snora16a
SNORA16B,AABR07050084.1,Gm23454
SNORA16B,AABR07050084.1,Gm24896
SNORA16B,,Snora16a
SNORA16B,,Gm23454
SNORA16B,,Gm24896
,AABR07068085.3,Gm23377
,AABR07068085.3,Snora43
,AABR07030108.1,Gm23377
,AABR07030108.1,Snora43
RSPH9,Rsph9,Rsph9
NMNAT1,Nmnat1,Nmnat1
MTERF3,Mterf3,Mterf3
TALDO1,Taldo1,Taldo1
FA2H,Fa2h,Fa2h
MRPS17,AABR07012868.1,Mrps17
KCNS3,Kcns3,Kcns3
ANO4,Ano4,Ano4
SLC25A19,AABR07005723.1,Slc25a19
MED17,Med17,Med17
SMIM35,Smim35,BC049352
DACT1,Dact1,Dact1
ACP2,Acp2,Acp2
ZFP91,Zfp91,Gm44505
ZFP91,Zfp91,Zfp91
TEX261,Tex261,Tex261
ALDOA,Aldoa,Aldoart2
ALDOA,Aldoa,Aldoa
ALDOA,Aldoa,Aldoart1
SFTPA1,Sftpa1,Sftpa1
BMP4,Bmp4,Bmp4
SCN7A,Scn7a,Scn7a
ECM1,Ecm1,Ecm1
GJC3,Gjc3,Gjc3
TMEM119,Tmem119,Tmem119
RADIL,Radil,Radil
SAG,Sag,Sag
OR7E24,Olr1185,Olfr866
OR7E24,Olr1185,Olfr868
OR7E24,Olr1185,Olfr869
OR7E24,Olr1185,Olfr872
OR7E24,Olr1185,Olfr873
RNF20,Rnf20,Rnf20
RNU6-1119P,U6,U6
CYP3A4,Cyp3a62,Cyp3a57
CYP3A4,Cyp3a62,Cyp3a16
CYP3A4,Cyp3a62,Cyp3a41b
CYP3A4,Cyp3a62,Cyp3a41a
CYP3A4,Cyp3a62,Cyp3a44
CYP3A4,Cyp3a62,Cyp3a11
CYP3A4,Cyp3a62,Cyp3a25
CYP3A4,Cyp3a62,Cyp3a59
CYP3A4,Cyp3a62,Cyp3a13
C16orf89,RGD1565166,AU021092
SIGLEC6,Siglec5,Siglecf
SIGLEC6,Siglec5,Cd33
SIGLEC6,Siglec5,Siglech
SLC45A4,Slc45a4,Slc45a4
OR8K3,Olr514,Olfr1047
OR8K3,Olr514,Olfr1054
OR8K3,Olr514,Olfr1058
OR8K3,Olr514,Olfr1061
OR8K3,Olr514,Olfr1065
OR8K3,Olr514,Olfr1066
OR8K3,Olr514,Olfr228
OR8K3,Olr514,Olfr1076
OR8K3,Olr514,Olfr1077-ps1
OR8K3,Olr514,Olfr1079
OR8K3,Olr514,Olfr1080
OR8K3,Olr514,Olfr1082
OR8K3,Olr514,Olfr1084
OR8K3,Olr514,Olfr1085
OR8K3,Olr514,Olfr1087
OR8K3,Olr514,Olfr1089
OR8K3,Olr514,Olfr1090
OR8K3,Olr499,Olfr1047
OR8K3,Olr499,Olfr1054
OR8K3,Olr499,Olfr1058
OR8K3,Olr499,Olfr1061
OR8K3,Olr499,Olfr1065
OR8K3,Olr499,Olfr1066
OR8K3,Olr499,Olfr228
OR8K3,Olr499,Olfr1076
OR8K3,Olr499,Olfr1077-ps1
OR8K3,Olr499,Olfr1079
OR8K3,Olr499,Olfr1080
OR8K3,Olr499,Olfr1082
OR8K3,Olr499,Olfr1084
OR8K3,Olr499,Olfr1085
OR8K3,Olr499,Olfr1087
OR8K3,Olr499,Olfr1089
OR8K3,Olr499,Olfr1090
OR8K3,Olr508,Olfr1047
OR8K3,Olr508,Olfr1054
OR8K3,Olr508,Olfr1058
OR8K3,Olr508,Olfr1061
OR8K3,Olr508,Olfr1065
OR8K3,Olr508,Olfr1066
OR8K3,Olr508,Olfr228
OR8K3,Olr508,Olfr1076
OR8K3,Olr508,Olfr1077-ps1
OR8K3,Olr508,Olfr1079
OR8K3,Olr508,Olfr1080
OR8K3,Olr508,Olfr1082
OR8K3,Olr508,Olfr1084
OR8K3,Olr508,Olfr1085
OR8K3,Olr508,Olfr1087
OR8K3,Olr508,Olfr1089
OR8K3,Olr508,Olfr1090
OR8K3,Olr486,Olfr1047
OR8K3,Olr486,Olfr1054
OR8K3,Olr486,Olfr1058
OR8K3,Olr486,Olfr1061
OR8K3,Olr486,Olfr1065
OR8K3,Olr486,Olfr1066
OR8K3,Olr486,Olfr228
OR8K3,Olr486,Olfr1076
OR8K3,Olr486,Olfr1077-ps1
OR8K3,Olr486,Olfr1079
OR8K3,Olr486,Olfr1080
OR8K3,Olr486,Olfr1082
OR8K3,Olr486,Olfr1084
OR8K3,Olr486,Olfr1085
OR8K3,Olr486,Olfr1087
OR8K3,Olr486,Olfr1089
OR8K3,Olr486,Olfr1090
OR8K3,Olr496,Olfr1047
OR8K3,Olr496,Olfr1054
OR8K3,Olr496,Olfr1058
OR8K3,Olr496,Olfr1061
OR8K3,Olr496,Olfr1065
OR8K3,Olr496,Olfr1066
OR8K3,Olr496,Olfr228
OR8K3,Olr496,Olfr1076
OR8K3,Olr496,Olfr1077-ps1
OR8K3,Olr496,Olfr1079
OR8K3,Olr496,Olfr1080
OR8K3,Olr496,Olfr1082
OR8K3,Olr496,Olfr1084
OR8K3,Olr496,Olfr1085
OR8K3,Olr496,Olfr1087
OR8K3,Olr496,Olfr1089
OR8K3,Olr496,Olfr1090
ARL9,Arl9,Arl9
DCHS1,Dchs1,Dchs1
ANKRD54,Ankrd54,Ankrd54
KNTC1,Kntc1,Kntc1
AVP,Avp,Avp
ZCCHC3,Zcchc3,Zcchc3
LRRC34,Lrrc34,Lrrc34
ANKAR,Ankar,Ankar
RBM43,Rbm43,Rbm43
CORO1B,Coro1b,Coro1b
MAGEH1,Mageh1,Mageh1
TPBGL,Tpbgl,Tpbgl
PITHD1,Pithd1,Pithd1
SPHK2,Sphk2,Sphk2
RNU6-476P,U6,NA
RNU6-729P,U6,NA
FGF8,Fgf8,Fgf8
HMBOX1,Hmbox1,Hmbox1
LAMA4,Lama4,Lama4
KIAA1191,LOC306766,4833439L19Rik
,AABR07070607.1,Gm24615
SNORA70,SNORA70,Gm25116
PTGDS,Ptgds,Ptgds
RBSN,Rbsn,Rbsn
IFNGR2,Ifngr2,Ifngr2
RNY1P12,Y_RNA,Rny1
H2AC18,Hist2h2aa3,H2ac19
H2AC18,Hist2h2aa3,H2ac19
BIRC2,Birc2,Birc2
PRKCSH,Prkcsh,Prkcsh
FBXL6,Fbxl6,Fbxl6
SF3A2,Sf3a2,Sf3a2
TMPRSS5,Tmprss5,Tmprss5
GMCL2,Snrnp27,Gmcl1
GMCL2,Snrnp27,Gmcl1
EPHA4,Epha4,Epha4
SRGAP2,Srgap2,Srgap2
OTOG,Otog,Otog
HOXA13,Hoxa13,Hoxa13
HOXA13,Hoxa13,Hoxa13
MROH7,Mroh7,Mroh7
RNU2-6P,U2,NA
OR51L1,Olr78,Olfr587-ps1
CRTAM,Crtam,Crtam
RN7SKP182,7SK,7SK
RN7SKP182,7SK,7SK
SPTB,Sptb,Sptb
MIRLET7F2,Mirlet7f2,Mirlet7f-2
ADRA1B,Adra1b,Adra1b
SIT1,Sit1,Sit1
FOXN2,Foxn2,Foxn2
RN7SL492P,Metazoa_SRP,NA
C3orf14,RGD1306063,Gm49355
C3orf14,RGD1306063,3830406C13Rik
B3GALNT2,B3galnt2,B3galnt2
CDH4,Cdh4,Cdh4
ZBTB25,Zbtb25,Zbtb25
MYOG,Myog,Myog
OR10AD1,Olr1102,Olfr288
OR10AD1,Olr1102,Gm44579
OR10AD1,Olr1102,Olfr287
OR10AD1,Olr1102,Olfr286
BMPR1B,Bmpr1b,Bmpr1b
TMCC2,Tmcc2,Tmcc2
MPHOSPH6,Mphosph6,Mphosph6
GATA1,LOC108348091,Gata1
PTMA,RGD1560723,NA
SERPINB1,Serpinb1b,Serpinb1a
SERPINB1,Serpinb1b,Serpinb1c
SERPINB1,Serpinb1b,Serpinb1b
SERPINB1,LOC102553010,Serpinb1a
SERPINB1,LOC102553010,Serpinb1c
SERPINB1,LOC102553010,Serpinb1b
Y_RNA,Y_RNA,NA
A4GALT,A4galt,A4galt
MMP1,Mmp1,Mmp1a
MMP1,Mmp1,Mmp1b
MMP1,Mmp1b,Mmp1a
MMP1,Mmp1b,Mmp1b
MRPS26,Mrps26,Mrps26
TMEM38A,Tmem38a,Tmem38a
SYT9,Syt9,Syt9
MAPRE1,Mapre1,Mapre1
DQX1,AC117925.2,Dqx1
MRGPRX1,Mrgprb13,Mrgpra6
MRGPRX1,Mrgprb13,Mrgpra9
MRGPRX1,Mrgprb13,Mrgpra1
MRGPRX1,Mrgprb13,Mrgpra2a
MRGPRX1,Mrgprb13,Mrgpra2b
MRGPRX1,Mrgprb13,Mrgpra3
MRGPRX1,Mrgprb13,Mrgpra4
MRGPRX1,Mrgprb13,Mrgprx1
MRGPRX1,Mrgprb13,Mrgprb5
MRGPRX1,Mrgprb13,Mrgprb4
MRGPRX1,Mrgprb13,Mrgprb8
MRGPRX1,Mrgprb13,Mrgprb1
MRGPRX1,Mrgprb13,Mrgprx2
MRGPRX1,Mrgprb13,Mrgprb2
MRGPRX1,Mrgprb13,Mrgprb3
MRGPRX1,Mrgprb13,Mrgpra6
MRGPRX1,Mrgprb13,Mrgpra9
MRGPRX1,Mrgprb13,Mrgpra1
MRGPRX1,Mrgprb13,Mrgpra2a
MRGPRX1,Mrgprb13,Mrgpra2b
MRGPRX1,Mrgprb13,Mrgpra3
MRGPRX1,Mrgprb13,Mrgpra4
MRGPRX1,Mrgprb13,Mrgprx1
MRGPRX1,Mrgprb13,Mrgprb5
MRGPRX1,Mrgprb13,Mrgprb4
MRGPRX1,Mrgprb13,Mrgprb8
MRGPRX1,Mrgprb13,Mrgprb1
MRGPRX1,Mrgprb13,Mrgprx2
MRGPRX1,Mrgprb13,Mrgprb2
MRGPRX1,Mrgprb13,Mrgprb3
MRGPRX1,Mrgprb5,Mrgpra6
MRGPRX1,Mrgprb5,Mrgpra9
MRGPRX1,Mrgprb5,Mrgpra1
MRGPRX1,Mrgprb5,Mrgpra2a
MRGPRX1,Mrgprb5,Mrgpra2b
MRGPRX1,Mrgprb5,Mrgpra3
MRGPRX1,Mrgprb5,Mrgpra4
MRGPRX1,Mrgprb5,Mrgprx1
MRGPRX1,Mrgprb5,Mrgprb5
MRGPRX1,Mrgprb5,Mrgprb4
MRGPRX1,Mrgprb5,Mrgprb8
MRGPRX1,Mrgprb5,Mrgprb1
MRGPRX1,Mrgprb5,Mrgprx2
MRGPRX1,Mrgprb5,Mrgprb2
MRGPRX1,Mrgprb5,Mrgprb3
MRGPRX1,Mrgprx2l,Mrgpra6
MRGPRX1,Mrgprx2l,Mrgpra9
MRGPRX1,Mrgprx2l,Mrgpra1
MRGPRX1,Mrgprx2l,Mrgpra2a
MRGPRX1,Mrgprx2l,Mrgpra2b
MRGPRX1,Mrgprx2l,Mrgpra3
MRGPRX1,Mrgprx2l,Mrgpra4
MRGPRX1,Mrgprx2l,Mrgprx1
MRGPRX1,Mrgprx2l,Mrgprb5
MRGPRX1,Mrgprx2l,Mrgprb4
MRGPRX1,Mrgprx2l,Mrgprb8
MRGPRX1,Mrgprx2l,Mrgprb1
MRGPRX1,Mrgprx2l,Mrgprx2
MRGPRX1,Mrgprx2l,Mrgprb2
MRGPRX1,Mrgprx2l,Mrgprb3
FAM240B,Fam240b,Fam240b
GJA4,Gja4,Gja4
RN7SKP112,7SK,7SK
ATG16L2,Atg16l2,Atg16l2
GABRQ,Gabrq,NA
SYCP1,Sycp1,Sycp1
HOXA7,Hoxa7,Hoxa7
HOXA7,LOC100911622,Hoxa7
HOXA7,LOC100911622,Hoxa7
KCNB1,Kcnb1,Kcnb1
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,Gm16367
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,
PRAMEF18,Pramel6,Oog1
PRAMEF18,Pramel6,Gm2042
PRAMEF18,Pramel6,Pramel51
PRAMEF18,Pramel6,Pramel32
PRAMEF18,Pramel6,Pramel17
PRAMEF18,Pramel6,C130073F10Rik
PRAMEF18,Pramel6,Pramel18
PRAMEF18,Pramel6,Pramel19
PRAMEF18,Pramel6,Gm12790
PRAMEF18,Pramel6,Gm12789
PRAMEF18,Pramel6,Pramel21
PRAMEF18,Pramel6,Pramel22
PRAMEF18,Pramel6,Pramel23
PRAMEF18,Pramel6,Pramel24
PRAMEF18,Pramel6,Pramel25
PRAMEF18,Pramel6,Pramel26
PRAMEF18,Pramel6,Pramel27
PRAMEF18,Pramel6,Pramel11
PRAMEF18,Pramel6,Pramel16
PRAMEF18,Pramel6,Pramel28
PRAMEF18,Pramel6,Pramel14
PRAMEF18,Pramel6,Pramel4
PRAMEF18,Pramel6,Gm13102
PRAMEF18,Pramel6,Oog3
PRAMEF18,Pramel6,Oog2
PRAMEF18,Pramel6,Pramel29
PRAMEF18,Pramel6,Pramel5
PRAMEF18,Pramel6,Pramel30
PRAMEF18,Pramel6,Pramel31
PRAMEF18,Pramel6,Pramel15
PRAMEF18,Pramel6,Pramel13
PRAMEF18,Pramel6,Pramel1
PRAMEF18,Pramel6,Pramel12
PRAMEF18,Pramel6,Oog4
PRAMEF18,Pramel6,Gm13043
PRAMEF18,Pramel6,Gm13040
PRAMEF18,Pramel6,Gm13057
PRAMEF18,Pramel6,Pramel20
PRAMEF18,Pramel6,Pramel33
PRAMEF18,Pramel6,Pramel34
PRAMEF18,Pramel6,Pramel35
PRAMEF18,Pramel6,Pramel36
PRAMEF18,Pramel6,Pramel37
PRAMEF18,Pramel6,Gm6351
PRAMEF18,Pramel6,Pramel38
PRAMEF18,Pramel6,Pramel39
PRAMEF18,Pramel6,Pramel40
PRAMEF18,Pramel6,AA792892
PRAMEF18,Pramel6,Pramel41
PRAMEF18,Pramel6,Pramel41
PRAMEF18,Pramel6,Pramel42
PRAMEF18,Pramel6,Pramel43
PRAMEF18,Pramel6,Pramel44
PRAMEF18,Pramel6,Gm6205
PRAMEF18,Pramel6,Gm3183
PRAMEF18,Pramel6,Gm6367
PRAMEF18,Pramel6,Pramel45
PRAMEF18,Pramel6,Pramel45
PRAMEF18,Pramel6,Pramel45
PRAMEF18,Pramel6,Pramel45
PRAMEF18,Pramel6,Gm16513
PRAMEF18,Pramel6,Pramel46
PRAMEF18,Pramel6,Pramel47
PRAMEF18,Pramel6,Pramel48
PRAMEF18,Pramel6,Gm3286
PRAMEF18,Pramel6,Pramel49
PRAMEF18,Pramel6,Pramel50
PRAMEF18,Pramel6,Gm7982
PRAMEF18,Pramel6,E330014E10Rik
PRAMEF18,Pramel6,Pramel7
PRAMEF18,Pramel6,Pramel6
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,Gm16367
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,
PRAMEF18,Oog1,Oog1
PRAMEF18,Oog1,Gm2042
PRAMEF18,Oog1,Pramel51
PRAMEF18,Oog1,Pramel32
PRAMEF18,Oog1,Pramel17
PRAMEF18,Oog1,C130073F10Rik
PRAMEF18,Oog1,Pramel18
PRAMEF18,Oog1,Pramel19
PRAMEF18,Oog1,Gm12790
PRAMEF18,Oog1,Gm12789
PRAMEF18,Oog1,Pramel21
PRAMEF18,Oog1,Pramel22
PRAMEF18,Oog1,Pramel23
PRAMEF18,Oog1,Pramel24
PRAMEF18,Oog1,Pramel25
PRAMEF18,Oog1,Pramel26
PRAMEF18,Oog1,Pramel27
PRAMEF18,Oog1,Pramel11
PRAMEF18,Oog1,Pramel16
PRAMEF18,Oog1,Pramel28
PRAMEF18,Oog1,Pramel14
PRAMEF18,Oog1,Pramel4
PRAMEF18,Oog1,Gm13102
PRAMEF18,Oog1,Oog3
PRAMEF18,Oog1,Oog2
PRAMEF18,Oog1,Pramel29
PRAMEF18,Oog1,Pramel5
PRAMEF18,Oog1,Pramel30
PRAMEF18,Oog1,Pramel31
PRAMEF18,Oog1,Pramel15
PRAMEF18,Oog1,Pramel13
PRAMEF18,Oog1,Pramel1
PRAMEF18,Oog1,Pramel12
PRAMEF18,Oog1,Oog4
PRAMEF18,Oog1,Gm13043
PRAMEF18,Oog1,Gm13040
PRAMEF18,Oog1,Gm13057
PRAMEF18,Oog1,Pramel20
PRAMEF18,Oog1,Pramel33
PRAMEF18,Oog1,Pramel34
